Sh;Ih;Rh;Nh
9999;1;0;10000
9997.9401060000000143;1.8098939999999998918;0.25;10000
9996.022013548117684;3.2755129518821286538;0.70247349999999997294;10000
9992.5513509934135072;5.927297268615225434;1.5213517379705321364;10000
9986.273095826514691;10.723728118360925876;3.003176055124338717;10000
9974.9215476014087471;19.394344313877372343;5.6841080847145697419;10000.000000000001819
9954.4150989236113674;35.052206913206227057;10.53269416318391194;10000.000000000001819
9917.4291318423856865;63.275122266130615856;19.295745891485466927;10000.000000000001819
9850.9113185087862803;113.97415503319727748;35.114526458018119115;10000
9731.8998933623824996;204.49204142130179207;63.608065216317442037;10000.000000000001819
9520.9497092956316919;364.31921513272715174;114.73107557164289005;10000.000000000001819
9153.2712272023036348;640.91789344287292352;205.8108793548246922;10000.000000000001819
8531.4227240190284647;1102.5369232654293228;366.04035271554289466;10000
7534.3646165300569919;1823.9607999380430101;641.67458353190022535;10000
6077.6717309530058628;2824.6634855305837846;1097.6647835164110347;10000
4257.9297249137780454;3938.2396201871656558;1803.8306548990569809;10000
2480.4424853952014018;4731.1669546589509991;2788.3905599458485085;10000
1236.4914082928085008;4792.3262930966056956;3971.1822986105862583;10000
608.37035785494276752;4222.3657702603204598;5169.2638718847374548;10000
336.08156734228316509;3439.0631182079005157;6224.8553144498173424;10000
213.56616070890999026;2701.8127452892986184;7084.6210940017926987;10000.000000000001819
152.40248856253143117;2087.5232311133527219;7760.0742803241173533;10000.000000000001819
118.67925261503165757;1599.3656592825141161;8281.9550881024551927;10000
98.559231378241264565;1219.6442656986760085;8681.796502923083608;10000
85.817268031734315059;927.47516262051397007;8986.7075693477527238;10000.000000000001819
77.380369261655928881;704.04327073546392057;9218.5763600028803921;10000
71.605581665492337606;533.80724064776154592;9394.5871776867461449;10000
67.55388240132589317;404.40712974998763229;9528.0389878486857924;10000
64.658039602674719504;306.20119011114189789;9629.1407702861833968;10000
62.559412522955931024;231.74951966307520479;9705.6910678139684023;10000
61.022612459880413383;175.34893981038192123;9763.6284477297376725;10000
59.888385917554629145;132.64593140011223227;9807.4656826823338633;10000
59.046327140165786318;100.32650732747302413;9840.6271655323616869;10000
58.41839249228203812;75.872815143488509193;9865.7087923642302485;10000
57.948561495460090498;57.374442354438322411;9884.6769961501031503;10000.000000000001819
57.596136256949435506;43.383257004339398577;9899.0206067387134681;10000.000000000001819
57.331273210890060454;32.802305799313927537;9909.8664209897979163;10000.000000000001819
57.131929827582929704;24.801072732792576403;9918.0669974396259931;10000.000000000001819
56.981734913998948855;18.750999463178413151;9924.2672656228241976;10000.000000000001819
56.868477679035912331;14.176506832346845499;9928.9550154886183009;10000.000000000001819
56.783020864625541435;10.717836938670508573;9932.4991421967042697;10000
56.718510201823249872;8.1028883668051729927;9935.1786014313711348;10000
56.669794323634583577;6.1258821532925473718;9937.2043235230721621;10000
56.63299616057672381;4.6312097780272694081;9938.7357940613946994;9999.999999999998181
56.605194556305470144;3.5012089377917030575;9939.8935965059008595;9999.999999999998181
56.584186775316233309;2.6469144843330107975;9940.7688987403489591;9999.999999999998181
56.568310783938898112;2.0010618546270952933;9941.4306273614329257;9999.999999999998181
56.556311934916514872;1.5127952399927069305;9941.9308928250902682;10000
56.547242774250925379;1.1436655906601187471;9942.3090916350884072;10000
56.540387633855317517;0.86460433339069631131;9942.5950080327529577;9999.999999999998181
56.535205817054375643;0.65363506684396321944;9942.8111591161014076;10000
56.531288757392850641;0.4941433597944987488;9942.9745678828130622;10000
56.528327693931082365;0.37356858330764375342;9943.0981037227611523;10000
56.52608926995798555;0.28241486145383021267;9943.1914958685883903;10000
56.524397106344999031;0.21350330970336106606;9943.2620995839515672;10000
56.523117882883710195;0.16140670573880713801;9943.3154754113766103;10000
56.522150822596621822;0.12202208959119498211;9943.3558270878111216;9999.999999999998181
56.521419745795753897;0.092247643994261802058;9943.3863326102091378;10000
56.520867065208236113;0.069738413583212949254;9943.4093945212080143;10000
56.520449247594264364;0.052721627801378088962;9943.42682912460441;10000
56.520133383484896683;0.039857084960403792173;9943.4400095315540966;10000
56.519894594342524385;0.030131602862676166998;9943.4499738027934654;9999.999999999998181
56.51971407263064151;0.022779223858889370569;9943.4575067035093525;9999.999999999998181
56.519577600257392191;0.017220890267412920782;9943.4632015094739472;9999.999999999998181
56.519474428608347694;0.013018839349604035757;9943.4675067320404196;9999.999999999998181
56.519396431904830536;0.0098421262157202971804;9943.4707614418784942;9999.999999999998181
56.519337467175297718;0.0074405593913220522545;9943.4732219734323735;9999.999999999998181
56.519292890413659336;0.0056249963051329052166;9943.475082113280223;9999.999999999998181
56.519259190807410675;0.0042524468350994730839;9943.476488362355667;9999.999999999998181
56.519233714222053777;0.0032148117116806256;9943.4775514740649669;9999.999999999998181
56.519214454160440653;0.0024303688453753170828;9943.4783551769924088;9999.999999999998181
56.519199893731418172;0.0018373370630567825365;9943.4789627692043723;9999.999999999998181
56.519188886180423026;0.0013890103482909279837;9943.4794221034699149;9999.999999999998181
56.519180564572167214;0.0010500793694716268906;9943.479769356057659;10000
56.519174273511865181;0.00079385058740569182031;9943.4800318759007496;10000
56.519169517527217295;0.00060014392520212035079;9943.4802303385476989;10000
56.519165922045772277;0.00045370342534339208867;9943.480380374528977;10000
56.519163203894223102;0.00034299572056024072494;9943.4804938003853749;10000
56.519161148996126087;0.00025930168851769021168;9943.4805795493157348;10000
56.519159595511652583;0.000196029750863738688;9943.4806443747384037;10000.000000000001819
56.519158421091354683;0.00014819673344590482888;9943.4806933821764687;10000.000000000001819
56.519157533240161229;0.00011203540127787104633;9943.4807304313599161;10000.000000000001819
56.519156862032630784;8.4697758486780401412e-05;9943.4807584402096836;10000
56.51915635460576226;6.4030745730249655039e-05;9943.4807796146487817;10000
56.519155970995605287;4.8406669453006820575e-05;9943.4807956223357905;10000
56.519155680989769053;3.6595007924445318074e-05;9943.4808077240031707;10000
56.519155461747963898;2.7665497752037039868e-05;9943.480816872755895;10000.000000000001819
56.51915529600312027;2.0914868154275424364e-05;9943.4808237891302269;10000.000000000001819
56.519155170701509405;1.5811452727914501959e-05;9943.4808290178480092;10000.000000000001819
56.519155075974616409;1.1953316440657418585e-05;9943.480832970712072;10000.000000000003638
56.519155004361934402;9.0366000131247255559e-06;9943.4808359590406326;10000.000000000001819
56.519154950223388312;6.8315885555100909067e-06;9943.480838218190911;10000.000000000003638
56.519154909295131972;5.1646196715178238092e-06;9943.4808399260873557;10000.000000000001819
56.519154878353738525;3.9044061472001511385e-06;9943.4808412172424141;10000.000000000001819
56.519154854962323498;2.9516960263887231441e-06;9943.4808421933430509;10000.000000000001819
56.519154837278620107;2.2314557204603679493e-06;9943.4808429312670341;10000.000000000001819
56.519154823909900642;1.6869605094312624903e-06;9943.4808434891310753;10000.000000000001819
56.519154813803268667;1.2753270137881698116e-06;9943.4808439108710445;10000.000000000001819
56.519154806162745786;9.6413578326376235929e-07;9943.4808442297035072;10000.000000000001819
56.519154800386580462;7.2887800424419701619e-07;9943.480844470737793;10000.000000000001819
56.519154796019847709;5.510252334709101349e-07;9943.4808446529568755;10000.000000000001819
56.519154792718637736;4.1657013403269048249e-07;9943.480844790712581;10000.000000000001819
56.519154790222955853;3.1492328486458407034e-07;9943.4808448948551813;10000.000000000001819
56.519154788336237516;2.3807917862417461607e-07;9943.4808449735864997;10000.000000000001819
56.519154786909901134;1.7998572356667614133e-07;9943.480845033105652;10000.000000000001819
56.519154785831602794;1.3606759261779520638e-07;9943.4808450781019928;10000.000000000001819
56.51915478501641843;1.028658795481674706e-07;9943.4808451121189137;10000.000000000001819
56.519154784400143399;7.7765682273363254957e-08;9943.4808451378357859;10000.000000000001819
56.519154783934247632;5.8790158272154653635e-08;9943.4808451572771446;10000.000000000001819
56.519154783582031598;4.4444832329962516406e-08;9943.480845171974579;10000.000000000001819
56.519154783315762813;3.359989458939736361e-08;9943.4808451830849663;10000
56.519154783114466056;2.5401218932206153644e-08;9943.4808451914850593;10000
56.519154782962289119;1.9203093674152586184e-08;9943.4808451978351513;10000
56.519154782847245144;1.4517366573724640555e-08;9943.4808452026354644;10000
56.519154782760267608;1.0974998914865966209e-08;9943.4808452062643482;10000
56.519154782694513983;8.2970007383649279838e-09;9943.4808452090073843;9999.999999999998181
56.519154782644804413;6.2724581374838560145e-09;9943.4808452110810322;9999.999999999998181
56.519154782607223808;4.7419220905409435539e-09;9943.480845212649001;9999.999999999998181
56.51915478257881631;3.58485056733755618e-09;9943.4808452138349821;9999.999999999998181
56.519154782557336603;2.7101148742564702653e-09;9943.4808452147317439;10000
56.519154782541100701;2.0488225363103539568e-09;9943.480845215408408;9999.999999999998181
